violations,center_lat,center_lon,avg_vehicle_weight,avg_severity,avg_repeat,avg_criticality,compactness,density,density_norm,avg_vehicle_weight_norm,avg_severity_norm,avg_repeat_norm,avg_criticality_norm,PCRI
76,13.068536538157895,77.62731377105263,1.4342105263157894,4.407894736842105,1.1842105263157894,1.2,0.0017001136970426895,44702.892596065976,0.0028851820670134,0.11014120667522465,0.23049807961180266,0.02984469903881981,0.5052871467639015,14.390038751750712
146,13.099004229452055,77.57675677328767,2.0,2.8424657534246576,1.4452054794520548,1.2,0.001968212948300224,74178.96530255409,0.007599130357480068,0.25365853658536586,0.07961009218927104,0.07618719421159359,0.5052871467639015,14.385164569710138
348,12.926747086906158,77.5507107355082,1.2902298850574712,3.32183908045977,1.221264367816092,1.2,0.0007973102474352653,436467.4869279848,0.06553796685641372,0.07361928791701705,0.1258157503868507,0.036424011972752135,0.5052871467639015,14.040100547516554
44,12.986334370454546,77.56788920227272,1.9772727272727273,3.3181818181818183,1.0681818181818181,1.2,0.0013753332213680943,31992.24690888481,0.0008524375048578553,0.24789356984478939,0.1254632355487826,0.009242538797834682,0.5052871467639015,13.975448854743561
86,13.24478781395349,77.71324983837209,1.8255813953488371,3.4767441860465116,1.0232558139534884,1.2,0.0008981348738401266,95753.9925293097,0.011049507336973338,0.2094157685762904,0.14074668616934302,0.0012654376735980744,0.5052871467639015,13.941191775387779
37,13.021770437837839,77.5628900945946,2.2432432432432434,2.189189189189189,1.3783783783783783,1.2,0.001211497807880392,30540.707345343304,0.000620300662469246,0.31535926170072515,0.01664231335550559,0.06432131492273083,0.5052871467639015,13.629072641106898
51,13.197637925490197,77.70541151176471,1.9803921568627452,2.7450980392156863,1.3137254901960784,1.2,0.001781715710150953,28624.095140115878,0.00031378727724711356,0.24868483978957434,0.07022504911638053,0.05284149080164979,0.5052871467639015,13.517685697358145
770,12.899966195675505,77.67555815454145,1.6168831168831168,2.6194805194805193,1.364935064935065,1.2,0.0028216004009566395,272894.7726754427,0.03937867065722776,0.15647766867279062,0.05811707428096438,0.06193430827426291,0.5052871467639015,13.396081814286584
216,13.005435458197049,77.7574538563412,1.9444444444444444,2.8518518518518516,1.1018518518518519,1.2,0.0026331293149509374,82031.67188696339,0.008854971091342981,0.23956639566395665,0.08051479595828984,0.015221019814691789,0.5052871467639015,13.321338341001049
61,12.988836451095322,77.68886368064595,1.3278688524590163,4.229508196721311,1.098360655737705,1.2,0.00228790041109259,26661.999667577038,0.0,0.08316673330667729,0.21330382403890866,0.01460111993876359,0.5052871467639015,13.311901480918308
90,13.059659297777777,77.65195410777777,1.9222222222222223,2.7555555555555555,1.2333333333333334,1.2,0.001604401843749079,56095.67225982046,0.00470716747037406,0.23392953929539295,0.07123302431722064,0.03856698818551868,0.5052871467639015,13.256166461479701
64,13.045803084487355,77.52241673777046,1.859375,3.0,1.125,1.2,0.001030647742446651,62096.87108814756,0.005666906620132508,0.2179878048780488,0.09479444463685796,0.019331225513781025,0.5052871467639015,13.233323281777764
188,13.053758612712327,77.50759948956855,1.7819148936170213,2.9574468085106385,1.2393617021276595,1.2,0.0026372737967968437,71285.73462047792,0.007136431681048297,0.19833938764919562,0.09069284342067355,0.0396373906909836,0.5052871467639015,13.212590853811374
57,12.920171354385964,77.60052682105263,1.4736842105263157,3.912280701754386,1.263157894736842,1.1859649122807017,0.0016748983359134635,34031.91631264777,0.0011786307597981315,0.12015404364569959,0.1827270180785667,0.04386266373887154,0.4695341361608212,13.199055091345151
127,12.983816259981174,77.52910438738472,1.8267716535433072,2.795275590551181,1.3228346456692914,1.2,0.002440029077270135,52048.560069655214,0.0040599347884585696,0.20971768772805843,0.07506154429757686,0.05445892052001303,0.5052871467639015,13.185284928727182
56,13.06326237142857,77.65029351964286,2.0,2.8214285714285716,1.0892857142857142,1.2,0.0016498034781188347,33943.436744268,0.001164480702758367,0.25365853658536586,0.07758236810465538,0.012989765292329036,0.5052871467639015,13.171435916313595
89,13.003424160674157,77.6623830752809,1.2584269662921348,3.033707865168539,1.8089887640449438,1.2,0.0011690425830074968,76130.67418899083,0.007911256564397787,0.06555220608385859,0.09804346582495913,0.1407808766088921,0.5052871467639015,12.91206673810289
